Address, zip1, rent, beds, baths, sqft, NA, NA1, NA2,0,1,2,3,4,5,6,7
"1122 Avenida Amantea, La Jolla, CA 92037",92037,9950.0,4,2.5,2084,,Alta Vista,https://www.altavistaproperties.net/listings/detail/a0c8a0d5-60bf-4ee2-b615-1def216cf037,0,"1122 avenida amantea, la jolla, CA, 92037",Match,Exact,"1122 AVE AMANTEA, LA JOLLA, CA, 92037","-117.26159730899997,32.818393480000054",195299223.0,L
"1970 Columbia St. #317, San Diego, CA 92101",92101,2650.0,1,1.0,600,,Alta Vista,https://www.altavistaproperties.net/listings/detail/e07ca157-5f78-491d-aacd-d969ae95cd7d,1,"1970 columbia st. #317, san diego, CA, 92101",Match,Exact,"1970 COLUMBIA ST, SAN DIEGO, CA, 92101","-117.16809338499996,32.72534419500005",195343309.0,L
"2610 Torrey Pines Rd, #C24, La Jolla, CA 92037",92037,3350.0,2,2.0,1204,,Alta Vista,https://www.altavistaproperties.net/listings/detail/6b5a9f09-974a-4466-884d-a75031eb2039,2,"2610 torrey pines rd, #c24, la jolla, CA, 92037",Match,Exact,"2610 TORREY PINES RD, LA JOLLA, CA, 92037","-117.24688955199997,32.85165384800007",195716837.0,L
"6231 Lakewood St, San Diego, CA 92122",92122,4950.0,3,2.5,2057,,Alta Vista,https://www.altavistaproperties.net/listings/detail/8d1b1d2b-eb29-4dcf-b7a3-d40e78121d9e,3,"6231 lakewood st, san diego, CA, 92122",Match,Exact,"6231 LAKEWOOD ST, SAN DIEGO, CA, 92122","-117.18701584599995,32.85154152400003",195304526.0,R
"4031 Porte de Palmas  - 85, San Diego, CA 92122",92122,4500.0,3,2.5,1721,,Alta Vista,https://www.altavistaproperties.net/listings/detail/de1e538d-c72b-45b6-aba7-a014b28d7e3c,4,"4031 porte de palmas - 85, san diego, CA, 92122",Match,Non_Exact,"4031 PORTE DE PALMAS, SAN DIEGO, CA, 92122","-117.22599426599999,32.86052193000006",195661398.0,R
"1039 Coast Blvd - Unit F, La Jolla, CA 92037",92037,8500.0,2,2.0,1390,,Alta Vista,https://www.altavistaproperties.net/listings/detail/7ce95489-fca3-4c80-a909-04be1fa10f6f,5,"1039 coast blvd - unit f, la jolla, CA, 92037",Match,Exact,"1039 COAST BLVD, LA JOLLA, CA, 92037","-117.27531877099995,32.84882459200003",195298216.0,R
"Application for Non-Vacant Property, Alta Vista Properties, Inc., San Diego, CA 92109",92109,,2,2.0,1390,,Alta Vista,https://www.altavistaproperties.net/listings/detail/0a5870ab-2bc5-462a-9120-a3326ce32fc5,6,"application for non-vacant property, alta vista properties, inc., san diego, CA, 92109",No_Match,,,,,
"10981 Sunny Mesa Road, San Diego, CA 92121",92121,4995.0,5,3.0,2527,,American Heritage Properties,https://www.renthomes.com/listings/detail/93c13a1b-61b3-4f21-b9a6-8a57798132f2,7,"10981 sunny mesa road, san diego, CA, 92121",Match,Exact,"10981 SUNNY MESA RD, SAN DIEGO, CA, 92121","-117.18518932699999,32.917659928000035",195673050.0,R
"10334-34 Scripps Poway Parkway, San Diego, CA 92131",92131,2895.0,2,2.0,1064,,American Heritage Properties,https://www.renthomes.com/listings/detail/f3de394a-1b8b-4b0e-87d7-880b8d8444f8,8,"10334-34 scripps poway parkway, san diego, CA, 92131",Match,Non_Exact,"10334 SCRIPPS POWAY PKWY, SAN DIEGO, CA, 92131","-117.10540003999995,32.93732100700004",627886084.0,L
"8423 Borealis Road, San Diego, CA 92126",92126,4000.0,5,3.0,2255,,American Heritage Properties,https://www.renthomes.com/listings/detail/abff2257-6451-4013-9b38-2cfd6baedb76,9,"8423 borealis road, san diego, CA, 92126",Match,Exact,"8423 BOREALIS RD, SAN DIEGO, CA, 92126","-117.14233869999998,32.92119387200006",195318725.0,R
"4194 Dellwood Street, San Diego, CA 92111",92111,4000.0,3,2.0,1344,,American Heritage Properties,https://www.renthomes.com/listings/detail/88d2d72f-6dc9-4626-92f9-8656922a3ed0,10,"4194 dellwood street, san diego, CA, 92111",Match,Exact,"4194 DELLWOOD ST, SAN DIEGO, CA, 92111","-117.15673822299999,32.81858131600006",195305259.0,L
"6119 Calera Place, San Diego, CA 92130",92130,3995.0,3,2.5,1563,,American Heritage Properties,https://www.renthomes.com/listings/detail/e9c6b789-d3aa-4bdb-806d-76a15261e526,11,"6119 calera place, san diego, CA, 92130",Match,Exact,"6119 CALERA PL, SAN DIEGO, CA, 92130","-117.18542423699995,32.961393411000074",619702875.0,R
"3674 Newcrest Point, San Diego, CA 92130",92130,8500.0,3,3.0,3427,,American Heritage Properties,https://www.renthomes.com/listings/detail/fef1f4d3-a540-464c-b593-c1ee424ac690,12,"3674 newcrest point, san diego, CA, 92130",Match,Exact,"3674 NEWCREST PT, SAN DIEGO, CA, 92130","-117.23644877999999,32.96201975200006",195384024.0,L
"10246 Norma Gardens Drive #4, Santee, CA 92071",92071,3150.0,3,2.0,1348,,American Heritage Properties,https://www.renthomes.com/listings/detail/76cd7be5-c6fd-459f-a99e-76e09bbcd701,13,"10246 norma gardens drive #4, santee, CA, 92071",Match,Exact,"10246 NORMA GARDENS DR, SANTEE, CA, 92071","-116.97434407299994,32.855549722000035",648783717.0,R
"10722-134 Sabre Hill Drive, San Diego, CA 92128",92128,2750.0,2,2.0,948,,American Heritage Properties,https://www.renthomes.com/listings/detail/94a6c813-0aa4-4e78-bdf3-202a12a16916,14,"10722-134 sabre hill drive, san diego, CA, 92128",Match,Non_Exact,"10722 SABRE HILL DR, SAN DIEGO, CA, 92128","-117.10226642299995,32.951160515000026",195686796.0,L
"1497 Green Oak Road, Vista, CA 92081",92081,3650.0,3,2.0,1466,,American Heritage Properties,https://www.renthomes.com/listings/detail/f4422d0f-9779-4e1b-9524-a50df9d35089,15,"1497 green oak road, vista, CA, 92081",Match,Exact,"1497 GREEN OAK RD, VISTA, CA, 92081","-117.23797766999996,33.155424149000055",195444302.0,R
"17393 Plaza Dolores, San Diego, CA 92128",92128,3350.0,2,2.0,1431,,American Heritage Properties,https://www.renthomes.com/listings/detail/e69e9e01-01db-427e-b019-1fe437844fbe,16,"17393 plaza dolores, san diego, CA, 92128",Match,Exact,"17393 PLZ DOLORES, SAN DIEGO, CA, 92128","-117.05199825699998,33.027372901000035",612886541.0,R
"2310 Ladlehill Drive, San Diego, CA 92139",92139,3500.0,3,2.0,1381,,American Heritage Properties,https://www.renthomes.com/listings/detail/9f25f3cf-69f8-4aee-831e-21c44e093c8c,17,"2310 ladlehill drive, san diego, CA, 92139",Match,Exact,"2310 LADLEHILL DR, SAN DIEGO, CA, 92139","-117.03742904799998,32.683315040000025",195361469.0,R
"5220 Le Barron Road, San Diego, CA 92115",92115,5800.0,4,3.5,2544,,American Heritage Properties,https://www.renthomes.com/listings/detail/864ee527-b222-4e38-94f5-0436c86b4264,18,"5220 le barron road, san diego, CA, 92115",Match,Exact,"5220 LE BARRON RD, SAN DIEGO, CA, 92115","-117.09179351199998,32.771817131000034",195322818.0,L
"10346 Rancho Carmel Road, San Diego, CA 92128",92128,4100.0,3,2.0,1322,,American Heritage Properties,https://www.renthomes.com/listings/detail/6f8ada66-5d75-4184-8e9a-cf94bac158d4,19,"10346 rancho carmel road, san diego, CA, 92128",Match,Non_Exact,"10346 RANCHO CARMEL DR, SAN DIEGO, CA, 92128","-117.08919617199996,32.96850809600005",195703588.0,R
"10758 Westonhill Drive, San Diego, CA 92126",92126,3800.0,4,2.5,1628,,American Heritage Properties,https://www.renthomes.com/listings/detail/e9e5859e-3eb7-4781-b90e-ecbcc015b3be,20,"10758 westonhill drive, san diego, CA, 92126",Match,Exact,"10758 WESTONHILL DR, SAN DIEGO, CA, 92126","-117.13568928299998,32.91312160700005",612868953.0,L
"12978 Brome Way, San Diego, CA 92129",92129,4275.0,3,2.0,1403,,American Heritage Properties,https://www.renthomes.com/listings/detail/ea9ccd81-b1ad-4f32-a840-f66171f4c4f5,21,"12978 brome way, san diego, CA, 92129",Match,Exact,"12978 BROME WAY, SAN DIEGO, CA, 92129","-117.12656012899998,32.95246922900003",195675556.0,L
"930 Via Mil Cumbres #71, Solana Beach, CA 92075",92075,3800.0,2,2.0,1263,,American Heritage Properties,https://www.renthomes.com/listings/detail/e3a8e0a2-45c6-4f2a-9544-f5904fb2acba,22,"930 via mil cumbres #71, solana beach, CA, 92075",Match,Exact,"930 VIA MIL CUMBRES, SOLANA BEACH, CA, 92075","-117.25155385299996,32.99664484500005",195705744.0,L
"3652 Arlington Street, San Diego, CA 92117",92117,4695.0,3,2.0,1368,,American Heritage Properties,https://www.renthomes.com/listings/detail/8a8caa67-1d0e-4e0c-8dbe-3df696339835,23,"3652 arlington street, san diego, CA, 92117",Match,Exact,"3652 ARLINGTON ST, SAN DIEGO, CA, 92117","-117.20913146099997,32.83923699700006",195302549.0,L
"14139 Via Corsini, San Diego, CA 92128",92128,4195.0,4,2.5,2139,,American Heritage Properties,https://www.renthomes.com/listings/detail/fc02753c-4c88-405c-b5a7-f9fe2e960ef5,24,"14139 via corsini, san diego, CA, 92128",Match,Exact,"14139 VIA CORSINI, SAN DIEGO, CA, 92128","-117.06790579599999,32.978113499000074",195660145.0,R
"11635 Miro Circle, San Diego, CA 92131",92131,3745.0,3,2.5,1753,,American Heritage Properties,https://www.renthomes.com/listings/detail/7ff3fe8d-dc5a-4500-84b8-7e1ff9c6c7e6,25,"11635 miro circle, san diego, CA, 92131",Match,Exact,"11635 MIRO CIR, SAN DIEGO, CA, 92131","-117.10762023299998,32.918415786000025",637589220.0,R
"4113-D Mount Alifan Place, San Diego, CA 92111",92111,2700.0,2,1.0,943,,American Heritage Properties,https://www.renthomes.com/listings/detail/a6821d7c-60d2-471f-bf2b-e545a5a99fd4,26,"4113-d mount alifan place, san diego, CA, 92111",Match,Non_Exact,"4113 MOUNT ALIFAN PL, SAN DIEGO, CA, 92111","-117.17985612899997,32.81737592600007",624618535.0,L
"13075 Olympus Circle #4, Poway, CA 92064",92064,3995.0,3,2.5,1605,,American Heritage Properties,https://www.renthomes.com/listings/detail/99f830b4-1b08-455e-9d00-d44cf93f8071,27,"13075 olympus circle #4, poway, CA, 92064",No_Match,,,,,
"10838 Aderman Avenue #141, San Diego, CA 92126",92126,2850.0,2,2.0,920,,American Heritage Properties,https://www.renthomes.com/listings/detail/09b894e9-2211-4074-a76b-90fbc2074f24,28,"10838 aderman avenue #141, san diego, CA, 92126",Match,Exact,"10838 ADERMAN AVE, SAN DIEGO, CA, 92126","-117.16540834699998,32.90952998200004",195379382.0,L
"9988 Hibert Street #300 - AHP, San Diego, CA 92131",92131,2850.0,2,2.0,920,,American Heritage Properties,https://www.renthomes.com/listings/detail/0a56da30-a2e0-4424-970a-8d14552f8add,29,"9988 hibert street #300 - ahp, san diego, CA, 92131",Match,Exact,"9988 HIBERT ST, SAN DIEGO, CA, 92131","-117.11048874399995,32.91388950900006",637269416.0,L
3772 41St St #4 San Diego CA 92105,92105,1390.0,0,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=5717&ismap=false,30,"3772 41st st #4, san diego, CA, 92105",Match,Exact,"3772 41ST ST, SAN DIEGO, CA, 92105","-117.10701339999997,32.74727706600004",195347001.0,L
1515 Montecito Rd #10 Ramona CA 92065,92065,1390.0,0,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=5848&ismap=false,31,"1515 montecito rd #10, ramona, CA, 92065",Match,Exact,"1515 MONTECITO RD, RAMONA, CA, 92065","-116.87783354599998,33.03949132900004",630009638.0,R
2505 J Street #7 San Diego CA 92102,92102,1490.0,0,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=284&ismap=false,32,"2505 j street #7, san diego, CA, 92102",Match,Exact,"2505 J ST, SAN DIEGO, CA, 92102","-117.14005963399995,32.70942994300003",612866445.0,R
2875 A Street #8 San Diego CA 92102,92102,1490.0,0,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=3803&ismap=false,33,"2875 a street #8, san diego, CA, 92102",Match,Exact,"2875 A ST, SAN DIEGO, CA, 92102","-117.13195817799999,32.718933942000035",195346314.0,R
2875 A Street #15 San Diego CA 92102,92102,1490.0,0,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=3810&ismap=false,34,"2875 a street #15, san diego, CA, 92102",Match,Exact,"2875 A ST, SAN DIEGO, CA, 92102","-117.13195817799999,32.718933942000035",195346314.0,R
2875 A Street #19 San Diego CA 92102,92102,1590.0,0,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=3814&ismap=false,35,"2875 a street #19, san diego, CA, 92102",Match,Exact,"2875 A ST, SAN DIEGO, CA, 92102","-117.13195817799999,32.718933942000035",195346314.0,R
1035 S 31st Street San Diego CA 92113,92113,1690.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=338&ismap=false,36,"1035 s 31st street, san diego, CA, 92113",Match,Exact,"1035 S 31ST ST, SAN DIEGO, CA, 92113","-117.12723250499994,32.69533841300006",612869413.0,L
4265 Euclid Ave #6 San Diego CA 92115,92115,1690.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=584&ismap=false,37,"4265 euclid ave #6, san diego, CA, 92115",Match,Exact,"4265 EUCLID AVE, SAN DIEGO, CA, 92115","-117.09215096599996,32.754291125000066",195350046.0,R
4265 Euclid Ave #4 San Diego CA 92115,92115,1690.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=588&ismap=false,38,"4265 euclid ave #4, san diego, CA, 92115",Match,Exact,"4265 EUCLID AVE, SAN DIEGO, CA, 92115","-117.09215096599996,32.754291125000066",195350046.0,R
3740 52nd St #8 San Diego CA 92105,92105,1690.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=4036&ismap=false,39,"3740 52nd st #8, san diego, CA, 92105",Match,Exact,"3740 52ND ST, SAN DIEGO, CA, 92105","-117.08368902499996,32.74706886000007",195350185.0,L
4375 46th Street #4 San Diego CA 92115,92115,1750.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=613&ismap=false,40,"4375 46th street #4, san diego, CA, 92115",Match,Exact,"4375 46TH ST, SAN DIEGO, CA, 92115","-117.09571365399995,32.75685405200005",195706910.0,R
4375 46th Street #2 San Diego CA 92115,92115,1750.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=617&ismap=false,41,"4375 46th street #2, san diego, CA, 92115",Match,Exact,"4375 46TH ST, SAN DIEGO, CA, 92115","-117.09571365399995,32.75685405200005",195706910.0,R
389 S Lincoln Ave #15 El Cajon CA 92020,92020,1770.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=466&ismap=false,42,"389 s lincoln ave #15, el cajon, CA, 92020",Match,Non_Exact,"389 LINCOLN AVE, EL CAJON, CA, 92020","-116.95361047199998,32.79160086100006",195329543.0,L
4375 46th Street #9 San Diego CA 92115,92115,1810.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=612&ismap=false,43,"4375 46th street #9, san diego, CA, 92115",Match,Exact,"4375 46TH ST, SAN DIEGO, CA, 92115","-117.09571365399995,32.75685405200005",195706910.0,R
2875 A Street #25 San Diego CA 92102,92102,1850.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=3820&ismap=false,44,"2875 a street #25, san diego, CA, 92102",Match,Exact,"2875 A ST, SAN DIEGO, CA, 92102","-117.13195817799999,32.718933942000035",195346314.0,R
3070 Landis Street #5 San Diego CA 92104,92104,1990.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=306&ismap=false,45,"3070 landis street #5, san diego, CA, 92104",Match,Exact,"3070 LANDIS ST, SAN DIEGO, CA, 92104","-117.12793830599998,32.74564570200005",612868961.0,L
4070 Utah Street #6 San Diego CA 92104,92104,1990.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=514&ismap=false,46,"4070 utah street #6, san diego, CA, 92104",Match,Exact,"4070 UTAH ST, SAN DIEGO, CA, 92104","-117.132697469,32.75164421100004",195345642.0,L
4151 Arizona St #04 San Diego CA 92104,92104,1995.0,0,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=5695&ismap=false,47,"4151 arizona st #04, san diego, CA, 92104",Match,Exact,"4151 ARIZONA ST, SAN DIEGO, CA, 92104","-117.13750761899996,32.75313278200008",195345371.0,R
7516 Parkway Dr #2B La Mesa CA 91942,91942,2090.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=3540&ismap=false,48,"7516 parkway dr #2b, la mesa, CA, 91942",Match,Exact,"7516 PARKWAY DR, LA MESA, CA, 91942","-117.03524194999994,32.774265986000046",635767706.0,L
1254 Eureka St San Diego CA 92110,92110,2090.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=3766&ismap=false,49,"1254 eureka st, san diego, CA, 92110",Match,Exact,"1254 EUREKA ST, SAN DIEGO, CA, 92110","-117.189087729,32.768320596000024",612863425.0,L
2818 Broadway San Diego CA 92102,92102,2190.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=5128&ismap=false,50,"2818 broadway, san diego, CA, 92102",Match,Exact,"2818 BROADWAY, SAN DIEGO, CA, 92102","-117.13338494899995,32.71589853300003",612868778.0,L
2144 30th St #9 San Diego CA 92104,92104,2200.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=211&ismap=false,51,"2144 30th st #9, san diego, CA, 92104",Match,Exact,"2144 30TH ST, SAN DIEGO, CA, 92104","-117.13023929899998,32.72803416200003",195346259.0,L
1264 Reed Ave #7 San Diego CA 92109,92109,2290.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=3692&ismap=false,52,"1264 reed ave #7, san diego, CA, 92109",Match,Exact,"1264 REED AVE, SAN DIEGO, CA, 92109","-117.24584179899995,32.794639432000054",195302959.0,L
12157 Orange Crest Ct #3 Lakeside CA 92040,92040,2300.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=42&ismap=false,53,"12157 orange crest ct #3, lakeside, CA, 92040",Match,Exact,"12157 ORANGE CREST CT, LAKESIDE, CA, 92040","-116.92962640199994,32.851342912000064",195332481.0,R
1468 Missouri St #5 San Diego CA 92109,92109,2350.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=86&ismap=false,54,"1468 missouri st #5, san diego, CA, 92109",Match,Exact,"1468 MISSOURI ST, SAN DIEGO, CA, 92109","-117.24445061299997,32.803030490000026",195302912.0,L
4512 Georgia St #9 San Diego CA 92116,92116,2390.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=635&ismap=false,55,"4512 georgia st #9, san diego, CA, 92116",Match,Exact,"4512 GEORGIA ST, SAN DIEGO, CA, 92116","-117.14508672999995,32.759367723000025",195345146.0,L
3744 Bancroft St #2 San Diego CA 92104,92104,2520.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=5311&ismap=false,56,"3744 bancroft st #2, san diego, CA, 92104",Match,Exact,"3744 BANCROFT ST, SAN DIEGO, CA, 92104","-117.12399713499997,32.74642117700006",195345814.0,L
8600 Lemon Avenue #5 La Mesa CA 91941,91941,2550.0,2,2.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=838&ismap=false,57,"8600 lemon avenue #5, la mesa, CA, 91941",Match,Exact,"8600 LEMON AVE, LA MESA, CA, 91941","-117.01228909899999,32.76745550100003",629817433.0,L
3650 5th Ave #311 San Diego CA 92103,92103,2600.0,1,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=5054&ismap=false,58,"3650 5th ave #311, san diego, CA, 92103",Match,Exact,"3650 5TH AVE, SAN DIEGO, CA, 92103","-117.16046771799995,32.744534188000046",195342619.0,L
3737 Keating St #10 San Diego CA 92110,92110,2640.0,2,2.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=406&ismap=false,59,"3737 keating st #10, san diego, CA, 92110",Match,Exact,"3737 KEATING ST, SAN DIEGO, CA, 92110","-117.17981286899999,32.746156152000026",195707518.0,R
4765 W Mountain View Dr #9 San Diego CA 92116,92116,2690.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=5048&ismap=false,60,"4765 w mountain view dr #9, san diego, CA, 92116",Match,Exact,"4765 W MOUNTAIN VIEW DR, SAN DIEGO, CA, 92116","-117.12621015499997,32.76471117600005",195345545.0,R
715 Santa Barbara Pl #10 San Diego CA 92109,92109,2800.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=4656&ismap=false,61,"715 santa barbara pl #10, san diego, CA, 92109",Match,Exact,"715 SANTA BARBARA PL, SAN DIEGO, CA, 92109","-117.25249337699995,32.77405861300008",195299945.0,R
8365 Mount Vernon Lemon Grove CA 91945,91945,2890.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=3980&ismap=false,62,"8365 mount vernon, lemon grove, CA, 91945",Match,Non_Exact,"8365 MOUNT VERNON ST, LEMON GROVE, CA, 91945","-117.02012841799996,32.73179258600004",195360006.0,R
2072 Felspar St San Diego CA 92109,92109,2890.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=4235&ismap=false,63,"2072 felspar st, san diego, CA, 92109",Match,Exact,"2072 FELSPAR ST, SAN DIEGO, CA, 92109","-117.23250598799996,32.80268474500008",195303210.0,L
2020 Camino De La Reina #113 San Diego CA 92108,92108,3090.0,2,2.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=3733&ismap=false,64,"2020 camino de la reina #113, san diego, CA, 92108",Match,Exact,"2020 CAM DE LA REINA, SAN DIEGO, CA, 92108","-117.14296182099997,32.77123868500007",195321543.0,L
1954 Chalcedony St #B San Diego CA 92109,92109,3200.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=171&ismap=false,65,"1954 chalcedony st #b, san diego, CA, 92109",Match,Exact,"1954 CHALCEDONY ST, SAN DIEGO, CA, 92109","-117.23578106299999,32.80593372800007",195303176.0,L
2126 Cable St San Diego CA 92107,92107,3200.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=5772&ismap=false,66,"2126 cable st, san diego, CA, 92107",Match,Exact,"2126 CABLE ST, SAN DIEGO, CA, 92107","-117.24613920799999,32.749575410000034",612855416.0,L
4112 Ingraham St San Diego CA 92109,92109,3200.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=528&ismap=false,67,"4112 ingraham st, san diego, CA, 92109",Match,Exact,"4112 INGRAHAM ST, SAN DIEGO, CA, 92109","-117.23920478299999,32.79411236400006",612858775.0,L
1180 Felspar St #3 San Diego CA 92109,92109,3250.0,2,2.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=3737&ismap=false,68,"1180 felspar st #3, san diego, CA, 92109",Match,Exact,"1180 FELSPAR ST, SAN DIEGO, CA, 92109","-117.24886265499998,32.799072135000074",195302927.0,L
1747 Hornblend St #D San Diego CA 92109,92109,3290.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=117&ismap=false,69,"1747 hornblend st #d, san diego, CA, 92109",Match,Exact,"1747 HORNBLEND ST, SAN DIEGO, CA, 92109","-117.23783027099995,32.79942062500004",195303030.0,R
2522 Clairemont Dr #303 San Diego CA 92117,92117,3290.0,2,2.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=2193&ismap=false,70,"2522 clairemont dr #303, san diego, CA, 92117",Match,Exact,"2522 CLAIREMONT DR, SAN DIEGO, CA, 92117","-117.205374356,32.79074382500005",195413173.0,L
2403 Meade Ave #5 San Diego CA 92116,92116,3290.0,2,2.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=3756&ismap=false,71,"2403 meade ave #5, san diego, CA, 92116",Match,Exact,"2403 MEADE AVE, SAN DIEGO, CA, 92116","-117.13872369899997,32.75719293700007",612867190.0,R
1468 Missouri St #4 San Diego CA 92109,92109,3450.0,2,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=85&ismap=false,72,"1468 missouri st #4, san diego, CA, 92109",Match,Exact,"1468 MISSOURI ST, SAN DIEGO, CA, 92109","-117.24445061299997,32.803030490000026",195302912.0,L
7811 Eads Ave #107 La Jolla CA 92037,92037,3890.0,2,2.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=812&ismap=false,73,"7811 eads ave #107, la jolla, CA, 92037",Match,Exact,"7811 EADS AVE, LA JOLLA, CA, 92037","-117.27639731,32.84474417100006",195298224.0,R
4041 Boone St San Diego CA 92117,92117,4200.0,3,2.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=4568&ismap=false,74,"4041 boone st, san diego, CA, 92117",Match,Exact,"4041 BOONE ST, SAN DIEGO, CA, 92117","-117.20272176699996,32.81287593400003",195303864.0,R
1235 Evergreen Dr Cardiff CA 92007,92007,4290.0,3,1.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=5305&ismap=false,75,", , CA, 92007",No_Match,,,,,
3509 Del Rey St #206 San Diego CA 92109,92109,4590.0,3,2.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=2212&ismap=false,76,"3509 del rey st #206, san diego, CA, 92109",Match,Exact,"3509 DEL REY ST, SAN DIEGO, CA, 92109","-117.21359552799998,32.80254912800007",195303724.0,R
944 Loring St #D San Diego CA 92109,92109,4990.0,3,2.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=882&ismap=false,77,"944 loring st #d, san diego, CA, 92109",Match,Exact,"944 LORING ST, SAN DIEGO, CA, 92109","-117.25550456899998,32.80559311600007",195698167.0,L
3517 Del Rey St #108 San Diego CA 92109,92109,500.0,0,0.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=2029&ismap=false,78,"3517 del rey st #108, san diego, CA, 92109",Match,Exact,"3517 DEL REY ST, SAN DIEGO, CA, 92109","-117.21365370299998,32.80264494600004",195303724.0,R
7400 El Cajon Blvd #302 La Mesa CA 91941,91941,900.0,0,0.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=795&ismap=false,79,"7400 el cajon blvd #302, la mesa, CA, 91941",Match,Non_Exact,"7400 EL CAJON BLVD, LA MESA, CA, 91942","-117.03698059899995,32.76849814000008",612878489.0,L
